iter	Logloss
393	0.3707375193
394	0.3702315176
395	0.3698832327
396	0.369137552
397	0.3689036006
398	0.3680941014
399	0.3675663343
400	0.3669413061
401	0.3664658649
402	0.3661760401
403	0.3658307853
404	0.3654693081
405	0.3650121218
406	0.3640843351
407	0.3637352372
408	0.3631399564
409	0.3623569898
410	0.3613978667
411	0.3604368221
412	0.3596394067
413	0.359302023
414	0.358870741
415	0.3584333247
416	0.357775408
417	0.3571941694
418	0.3568033513
419	0.3560405981
420	0.3550911198
421	0.3542209434
422	0.3537977911
423	0.3534462912
424	0.3528425481
425	0.3520667134
426	0.3517008018
427	0.3513361835
428	0.3508968826
429	0.350348163
430	0.3498164418
431	0.3488939395
432	0.3486325318
433	0.3480314124
434	0.3474921897
435	0.3467233023
436	0.3458982828
437	0.3454267955
438	0.3447399075
439	0.3441268521
440	0.3436057366
441	0.3429879512
442	0.3422027674
443	0.3416094451
444	0.3410540369
445	0.3404845125
446	0.339978474
447	0.3396205442
448	0.3391238918
449	0.3387562803
450	0.3379763808
451	0.3371426033
452	0.3368532959
453	0.3362998832
454	0.3354898297
455	0.334930135
456	0.334173553
457	0.3334861476
458	0.3327259072
459	0.332168097
460	0.3317245835
461	0.3312021376
462	0.3305703839
463	0.3294657757
464	0.3288539028
465	0.3282781703
466	0.3277042115
467	0.3271493946
468	0.3265998989
469	0.3258994121
470	0.3251923105
471	0.324723447
472	0.3243717624
473	0.3241008946
474	0.3236666933
475	0.3228735275
476	0.3223013425
477	0.321883881
478	0.3215393654
479	0.3211093767
480	0.3208201062
481	0.3202345441
482	0.3197975713
483	0.319330075
484	0.3188163871
485	0.3181780926
486	0.3174997777
487	0.3171990517
488	0.316716072
489	0.3162259234
490	0.3156675589
491	0.3149101639
492	0.3143401222
493	0.3139289058
494	0.3134565317
495	0.3131015952
496	0.3126093402
497	0.3120698958
498	0.3116113423
499	0.3112058167
500	0.3108250498
501	0.3103891856
502	0.3100509889
503	0.3097022606
504	0.3092345056
505	0.308653341
506	0.308113601
507	0.3075807158
508	0.3071171551
509	0.3063852764
510	0.3057506218
511	0.3051252979
512	0.3047367894
513	0.3041188746
514	0.3036368927
515	0.3032052411
516	0.3022387089
517	0.3018563715
518	0.30137123
519	0.3005214333
520	0.3000816335
521	0.2993987364
522	0.2989016221
523	0.2985335856
524	0.2980540795
525	0.2973669143
526	0.2968797035
527	0.2960879234
528	0.2956479204
529	0.2953244127
530	0.2949463619
531	0.2945218423
532	0.2939370008
533	0.2932453273
534	0.292504395
535	0.291870923
536	0.2913831763
537	0.2910919288
538	0.2907749618
539	0.2903943428
540	0.2897758922
541	0.2893557331
542	0.2888760053
543	0.288525688
544	0.2880120925
545	0.2875312745
546	0.287331819
547	0.2867241219
548	0.2859724732
549	0.2854772804
550	0.2850491948
551	0.2847383251
552	0.2842031858
553	0.2837412695
554	0.2832833257
555	0.2828886459
556	0.2822216017
557	0.2818876917
558	0.281179149
559	0.2807382221
560	0.2801752015
561	0.279522292
562	0.279037169
563	0.2786126864
564	0.278058627
565	0.2775520341
566	0.2770153613
567	0.2763595879
568	0.2760422699
569	0.2755437698
